Kb,Ki,Kc,Ks,y_pred,y
3.78E-08,2568.267246,1.06E-06,3.19E-06,19.60059799,22.66848554
4.81E-08,733.1262177,1.45E-08,0.007578732,20.40942069,23.20837269
3.07E-08,2601.890438,0.004106467,5.41E-09,20.79631785,24.12030674
3.47E-08,4750.860107,7.99E-07,1.37E-09,21.89693121,24.65171708
4.34E-08,2227.260252,0.005960234,1.28E-08,22.18643874,25.09509743
5.74E-08,4782.902531,1.12E-08,1.54E-09,23.86657495,26.09554288
2.98E-08,1937.064406,6.47E-09,0.012834921,24.35884539,27.47865256
3.45E-08,124.7568371,1.29E-08,0.01557566,25.97013314,28.03497415
1.46E-08,4972.627226,0.007388204,2.54E-09,25.06310077,27.98587141
9.18E-08,5617.926026,9.86E-09,9.96E-09,29.02554833,27.78042031
2.78E-08,20.47581056,2.43E-09,0.016549078,28.36404534,28.07690091
2.32E-08,138.2208882,7.79E-10,0.016796795,29.04637191,28.85708413
0,0,0,3.036162024,NaN,18.12514164
3.40E-09,4291.676057,0.015046113,0.011964655,18.60805467,18.60812159
1.89E-07,2810.753466,0.001547511,0.00098627,19.10887605,19.10884226
0,0,0,2.949430006,NaN,15.17052521
2.95E-08,851.4389109,7.83E-05,7.49E-05,15.24834987,15.24822495
1.98E-10,2.983054958,2.89E-05,8.25E-05,15.19777388,15.17154623
-4.34E-08,-1138.115466,-0.000906515,0.003212315,14.99022913,14.90018298
-2.90E-08,-1579.891561,-0.00407241,0.004157253,14.84877446,14.80980481
4.63E-10,39.80124245,1.01E-08,1.92E-09,15.10737434,15.30789784
1.90E-08,147.0444422,1.10E-08,0.004674903,15.41684727,15.86797642
3.42E-08,3077.707384,1.15E-08,6.87E-08,15.99822675,16.43209327
4.58E-09,40.2003404,8.46E-09,0.022003576,16.34793259,16.69229173
7.74E-08,2405.232705,1.12E-08,1.00E-10,16.59756597,16.43904033
1.79E-08,1025.852705,1.73E-05,0.010686658,16.44171399,15.94126354
4.02E-08,1307.32163,0.000511269,0.001624207,16.39266211,15.91989959
1.54E-10,1110.010187,0.004493126,0.00347424,16.36951689,15.97043293
2.94E-08,300.5237396,0.00509976,0.000886333,16.3869111,16.09848064
1.25E-09,21.95775002,0.009442253,0.002376831,16.44250789,16.29303837
4.84E-08,578.0721978,0.000451272,0.001014066,16.65015229,16.96550277
1.11E-08,26.47792541,0.003333583,0.008540007,16.89382044,17.28481321
3.93E-08,2259.177182,6.59E-09,2.77E-09,17.35022959,17.31637379
4.20E-08,2119.798297,1.99E-09,2.92E-08,17.49279349,17.32013014
1.54E-08,1812.220274,0.003192149,1.10E-05,17.39614898,17.55530258
5.00E-09,1909.476119,0.004818165,8.17E-09,17.56983133,17.73290314
3.46E-09,195.1093651,0.000101148,0.012519599,17.77229008,17.68173517
2.71E-08,1776.463737,0.001393093,6.77E-06,17.83673184,17.75927598
3.97E-09,1243.508916,0.008235778,7.39E-05,17.98562552,17.97987684
3.89E-08,2573.270382,3.39E-07,4.42E-09,18.61764219,18.33031431
3.30E-08,161.4225758,9.30E-05,0.008388794,18.39072066,18.46186021
1.86E-09,442.2354208,0.000391243,0.011447078,18.54929455,18.43039131
1.99E-08,441.1485304,0.001157158,0.008143253,18.65547311,18.47748769
2.46E-08,0.986795885,0.005226231,0.005788594,18.79134917,18.6839132
3.64E-08,2619.782358,9.45E-09,3.83E-09,19.42562377,18.91681632
3.61E-09,44.47650044,0.006468193,0.007716172,19.16202981,19.32580283
8.30E-10,951.4112197,0.01082644,8.25E-05,19.29710567,19.5370687
1.86E-09,1.220669141,0.004057859,0.010029234,19.59737958,19.66028892
3.18E-09,126.6009888,0.001452581,0.011386136,19.82662698,19.90851625
3.26E-09,2979.347379,0.001453497,2.08E-09,19.81835473,20.23494156
3.18E-08,3077.198133,3.04E-09,1.20E-08,20.71480476,20.69475896
4.31E-08,3268.893194,1.37E-08,1.13E-08,21.46791815,21.22235729
4.91E-09,3938.435001,7.93E-09,1.01E-08,20.79386562,21.92411164
6.35E-08,346.9431379,5.45E-10,0.004243352,21.25757842,22.18008374
0,0,0,3.112161582,NaN,21.4861028
4.39E-09,76.06430952,8.69E-05,0.000544901,21.50482358,21.50427464
-5.32E-08,-493.0926695,-0.00708232,0.004714501,21.23634431,21.1780777
-3.04E-08,-117.7193019,-0.013954239,5.12E-05,20.94733494,20.88663891
-1.07E-08,-174.6750827,-0.005169078,1.28E-07,21.08142009,21.20803645
8.31E-10,150.6165682,4.06E-09,7.82E-09,21.33174483,21.56342497
1.28E-09,47.93181188,0.000137826,0.000112236,21.35802814,21.51077402
-3.31E-10,-2.556914473,-0.000604708,0.001871725,21.39094661,21.42496113
3.67E-09,85.81768299,3.11E-05,0.000945513,21.45878833,21.54767176
4.52E-09,56.3162984,0.000589319,0.002301021,21.61178741,21.85091749
1.43E-08,663.3429796,1.58E-09,6.47E-09,21.81657598,22.05625069
3.29E-08,725.3330789,2.16E-09,3.84E-09,22.14327235,22.30732321
8.09E-09,1016.355763,0.001067257,9.56E-09,22.15094374,22.36180739
2.63E-08,68.88982641,4.94E-09,0.00406331,22.34051335,22.57844932
2.82E-08,1013.590463,0.000128323,2.60E-08,22.62277372,23.1730631
3.95E-08,2027.68062,1.14E-08,1.56E-08,23.4307465,23.65028293
1.16E-08,224.221165,5.29E-09,0.010262706,23.35657184,23.97386431
1.29E-08,190.1502007,8.92E-09,0.011053948,23.67954025,24.10419295
8.33E-09,1089.792113,4.75E-09,0.008583382,23.9637338,24.48390715
5.99E-08,2205.374602,9.92E-09,1.38E-08,24.93414056,24.73368853
1.81E-08,1786.147019,0.004422145,5.05E-09,24.54199295,24.89675673
2.95E-08,348.1503427,1.35E-09,0.009847775,24.9302549,25.18684035
6.50E-08,149.9011105,1.02E-08,0.005434247,25.27339605,25.7449201
1.36E-08,1179.17871,1.17E-08,0.010127474,25.65436413,26.36589834
2.12E-09,1535.946022,1.42E-08,0.010968374,26.00923199,26.51038598
7.86E-09,2792.289868,0.004287931,4.91E-09,26.26870145,26.73989673
1.42E-08,446.9762641,1.49E-08,0.01329768,26.81685825,26.86514221
4.66E-08,1851.13743,0.002210251,1.18E-08,27.00864,27.4521915
6.71E-08,2582.197234,7.03E-09,9.98E-09,28.32622707,28.05254276
4.58E-08,3642.378572,9.52E-09,3.79E-09,28.65628016,28.47350772
